american,fast_food,mexican,chinese,italian,japanese,others,romantic,casual,classy,upscale,open_24,noise_level,business_id
0,0,0,0,0,0,1,0,0,0,0,0,4,3pyhLZz_hlJ1olimjle4oQ
1,0,0,0,0,0,0,0,1,0,0,0,3,WTt8_zwy4IXaB2QnuiQP1Q
1,0,0,0,0,0,0,0,1,0,0,0,2,IWN2heYitkg-D4UdqfxcMA
0,0,0,0,0,0,1,0,1,0,0,0,2,ZGXd87vme_dDVYqr-HpRQQ
1,0,0,0,1,0,0,0,1,0,0,0,2,FqJ1SWEBhgVl66FrcsovOQ
0,0,1,0,0,0,0,0,1,0,0,0,3,MZRqxvBkJLjKcoOjNz7yLA
0,0,1,0,0,1,0,0,1,0,0,0,2,sHsjBV5_kuuC2aU2PuSlUg
0,1,0,0,0,0,0,0,0,0,0,0,2,bFUWmRKsCkborKVe6oaA5g
0,1,0,0,0,0,0,0,0,0,0,0,4,APIbThZ8PYfWsdK4Z0D5Rg
0,0,0,0,0,0,1,0,1,0,0,0,2,HJh47HQiP75ePRGg_RawaA
1,0,0,0,0,0,0,0,1,0,0,0,2,Nc6k5XNVffb59n_nlDZFdQ
0,1,0,0,0,0,0,0,0,0,0,0,4,JpssdgvmNjfBpjIhZMgICA
0,0,0,0,0,0,1,0,1,0,0,0,2,eY98EH_PHGnJVaJ7t2UpoQ
1,0,0,0,0,0,0,0,0,0,0,0,4,SpGlMSBHPURVqJW7m4bdrA
0,0,1,0,0,0,0,0,1,0,0,0,2,o01ztaNP08Dq8DJImuovcw
0,0,0,0,0,0,1,0,0,0,0,0,4,fZM-vnMe00UbFbbo03uSDQ
0,0,0,0,0,0,1,0,1,0,0,0,2,EUWBT5GDxPC95w9itZ1EHw
0,0,0,0,0,0,1,0,0,0,0,0,4,d_N_4ZwgzQjI-J0iEfM5CQ
0,0,0,0,1,0,0,0,0,0,0,0,2,YILyHegzhy1vlc_LNVfObw
0,0,0,0,0,0,1,0,1,0,0,0,1,cyzOijFJ82cae6qH6L8vuw
0,0,0,0,0,0,1,0,1,0,0,0,2,fhoFsFK6TqJOEo30LtXeDA
0,0,0,0,0,0,1,0,1,0,0,0,2,Me5FHm24cY34eDD2P0QmUw
0,0,0,0,0,0,1,0,0,0,0,0,4,txeee1LquHOaroqXodi4UQ
0,0,1,0,0,0,0,0,1,0,0,0,2,5tl4tyaJEzGeAdbi_L7PzQ
0,0,1,0,0,0,0,0,1,0,0,0,2,92lt0pzWl8RRZiPCikDUpA
1,0,0,0,1,0,0,0,1,0,0,0,2,eoyvbnRYQe-z85e8Rc6vAg
0,1,1,0,0,0,0,0,1,0,0,0,2,Rs1P2TXhuieeVQCsmInh8A
0,0,0,0,0,0,1,0,0,0,0,0,4,cIP1xI6j2wykUyHG0FOEsg
0,1,0,0,0,0,0,0,1,0,0,0,1,-LMycE26AortJDsbc8oXOg
0,0,0,1,0,0,0,0,1,0,0,0,1,Ms_el67lrNsKBmdEXVxl6Q
0,0,0,1,0,0,0,0,0,0,0,0,3,BjbR39fp7BnurXAq9gNNEg
0,0,0,0,0,1,0,0,1,0,0,0,2,tjYHsz4ydS6GuBSv-uifQA
2,0,0,0,0,0,0,0,0,0,0,0,2,qqs7LP4TXAoOrSlaKRfz3A
0,0,0,1,0,0,0,0,1,0,0,0,2,IImZFNzX4cP84rFsyb-9mQ
0,1,0,0,0,0,0,0,0,0,0,0,1,nneJ-Xttfx9rHD_Kaf6gWw
0,0,1,0,0,0,0,0,1,0,0,0,2,T5UBAJt5Kod_wQGbH6m9hA
0,0,0,0,0,0,1,0,0,0,0,0,4,f4wR4t1uXCXFY7xBslzMcw
0,0,0,0,0,0,1,0,1,0,0,0,1,x71EvWJDVKZfM-OiYDWZ6A
0,1,0,0,0,0,0,0,0,0,0,0,2,rECgTdKelvefty5JIXHDbg
2,0,0,0,0,0,0,0,0,0,0,0,4,cAtaU6ZjkyJKvuFeJj-6-A
0,1,1,0,0,0,0,0,0,0,0,0,2,ZoCCW3R_LEAzktU0rMbX8w
0,1,1,0,0,0,0,0,1,0,0,0,2,_paJE9yQfSvo25BKBQrKZA
0,0,0,0,0,0,1,0,1,0,0,0,2,pCG8zf1IAnc9NFdPYJKdnQ
2,0,0,0,1,0,0,0,1,0,0,0,1,8pmGz3Lg4f_r7HdDZPa4dQ
0,0,0,0,0,0,1,0,0,0,0,0,4,5EgDTPJNZsmbMG52ixnMXA
0,0,0,0,0,0,1,0,0,1,0,0,2,IT_4EEIbv6Ox1jBRMyE7pg
0,0,0,0,0,0,1,0,1,0,0,0,2,PlMJAouo0D0ZXHkCDj6eeg
0,0,1,0,0,0,0,0,0,0,0,0,2,PAcD5cYk9yFtgUYvejaVfQ
0,1,1,0,0,0,0,0,0,0,0,0,4,bU9RYLrF77bxO2pSA0Ba7Q
0,0,0,0,0,0,1,0,0,0,0,0,3,5TY-YMiAXgBjmP_y4AiXhg
0,0,0,0,0,1,0,0,0,0,0,0,2,RAU2fPJ852Z241SXP-Wfew
0,0,0,1,0,0,0,0,0,0,0,0,2,ot1sUqbDrXEd8BELJZw6IA
0,0,0,0,0,0,1,0,1,0,0,0,1,urSuLlkYXXI5uwtKIxl9ew
0,0,0,0,0,0,1,0,0,0,0,0,2,lLXfH0cizwDN3kNVnoTOEg
1,0,0,0,0,0,0,0,1,0,0,0,2,G9OOkWH5rLHN3DKNPMv1lg
0,0,0,0,0,0,1,0,1,0,0,0,1,YuhAHVsstmDENWuZM30tMA
1,0,0,0,0,0,0,0,1,0,0,0,2,XVVFgEY-0MsyEAR8SO7dzg
0,0,0,0,0,0,1,0,1,0,0,0,1,_8yxceldCT7oe0wJC-yDPA
0,0,1,0,0,0,0,0,0,0,0,0,4,tgFQN5Jo4T_70m6mS8i_Ag
0,0,0,0,1,0,0,0,0,1,0,0,2,dCUuzw3R2rPqKyN2Zl9zRw
0,1,0,0,0,0,0,0,1,0,0,0,2,rUq7zZc-dWzC9H3KOPnsMQ
0,0,0,0,0,0,1,0,0,0,0,0,4,qymbG4V5vC01eLF6LOZPQQ
0,0,0,0,0,0,1,0,0,0,0,0,4,mys2H61EqcO4AJpnzi61ZA
1,0,0,0,0,0,0,0,1,0,0,0,2,aVmuRwieNxpW8vfC3s1jpg
0,0,0,0,0,0,1,0,0,0,0,0,1,Eufhdwi954UY-9MsdHjJKQ
1,0,0,0,0,0,0,0,0,0,0,0,4,QW0YuA4bhfGjnhNWwiYWsw
0,0,1,0,0,0,0,0,0,0,0,0,4,47Ce56CE_NnzdmCozdMQng
0,1,0,0,0,0,0,0,0,0,0,0,4,T1XikHI9k4VtoNzQVpIATA
0,0,0,0,0,0,1,0,1,0,0,0,2,vFWYJFEEp-HeO7bsJOyEZA
0,1,1,0,0,0,0,0,1,0,0,0,1,Iv6G7cDNydPoYLss-uokVA
0,0,0,0,0,0,1,0,0,0,0,0,2,Zbjl53pR2W0jMrGFPM0Ssw
0,0,0,0,0,0,1,0,0,0,0,0,1,9YiQ3o0EGmtojzjXdEfgeQ
0,0,0,0,0,0,1,0,0,0,0,0,1,7usumJrTK_qs2GbSd8zIvg
0,1,0,0,0,0,0,0,0,0,0,0,4,rQhSytWZ2vhzsfzBW4fKgQ
0,1,0,0,0,1,0,0,1,0,0,0,2,YeYtDdGRonHddnviDc1q7g
0,1,1,0,0,0,0,0,0,0,0,0,4,_2Wbpm821bdNsh-gyqufrg
0,0,0,0,0,0,1,0,1,0,0,0,2,3cHL1r5w2oLYH-veijtweA
0,0,0,0,0,0,1,0,0,0,0,0,4,8tSoBxQ8KzMWvCw7a8KBCg
1,0,0,0,0,0,0,0,0,0,0,0,2,zblKqBFWq7HMACwacMpzig
0,0,1,0,0,0,0,0,1,0,0,0,2,jPvn-C8kNUcyGfjUtOc_oA
0,0,0,0,1,0,0,0,0,1,0,0,2,D_mVIUu5XyrHz-7U_z_pDg
0,0,1,0,0,1,0,0,1,0,0,0,3,SFaIhuHpxnM0PJLQB1uAHw
0,0,0,0,0,0,1,0,1,0,0,0,2,K-fw0gOHs5sF--_SRZa2Qg
0,0,0,0,0,0,1,0,0,0,0,0,1,1aGNx-7cTXIeBCMVM8X0TQ
1,0,0,0,0,0,0,0,1,0,0,0,2,IBSePQdC8MwoWdMmoyegnw
0,0,1,0,1,0,0,0,0,0,0,0,4,YRFDHOBOwt2WMR85r7Gzog
1,0,0,0,0,0,0,0,1,1,0,0,2,umXvdus9LbC6oxtLdXelFQ
0,0,0,0,0,0,1,0,1,0,0,0,2,TrGBHqHVzJM5tk2C1D1ctQ
0,0,0,0,0,0,1,0,1,0,0,0,2,9i-yWC0t6NzcDmT1NMKilw
1,0,0,0,0,0,0,0,1,0,0,0,2,AqfEIxefqdArIWf9YUVAtQ
0,0,0,0,0,1,0,0,0,0,0,0,4,v8KJxkaqdahn90r7chXQZg
0,0,1,0,0,0,0,0,1,0,0,0,2,PjhIQJf2dbdLxgnFrAUaNw
0,1,0,0,0,0,0,0,0,0,0,0,2,X-Hxv9miUzpFKcOaUVbRCw
0,0,0,0,0,0,1,0,1,0,0,0,2,kGU2-r-615GNDzS-JZ6zHw
0,1,0,0,0,0,0,0,0,0,0,0,2,avBS62WEvwWyoDWBXAlxmg
0,0,0,1,0,0,0,0,1,0,0,0,2,x-H-2BYL2XoDDLiub950Ag
0,0,0,0,0,0,1,0,1,0,0,0,2,diY31IEunbV8MfDh81FS1A
0,0,0,0,0,0,1,0,1,0,0,0,2,HgdFqAvK31fB9sgBdOzo9g
0,0,0,0,1,0,0,0,0,1,0,0,2,anQSLdujUOp0sTCmIBi2Tg
1,0,0,0,0,0,0,0,1,0,0,0,2,sNVGdeOPeitJ3OWUQBINzQ
0,1,0,0,1,0,0,0,1,0,0,0,2,zY6f_cFY8HTI3hLlJj3SOg
1,0,0,0,0,0,0,0,0,0,0,0,4,Y92uJXOUOZn8JvZAffV5mA
0,1,0,0,0,0,0,0,1,0,0,0,2,WHdmQ-zPYYTJUqaUOfNpkQ
0,0,0,1,0,1,0,0,1,0,0,0,2,Fe699lNnpiZIGjgmuQahXA
2,0,0,0,0,0,0,0,0,0,0,0,2,aWzp373TChor3kYz_BcWZA
0,0,0,0,1,0,0,1,0,0,0,0,1,VYNriOotbFZ7Qj_6jwUB5g
0,0,0,0,0,0,1,0,1,0,0,0,2,QpPA4PZ0_jo82gkzMsQpDw
0,0,0,0,0,0,1,0,1,0,0,0,2,Gml97gSULiA6HFjie01d3Q
0,0,0,0,0,0,1,0,0,0,0,0,4,_7EsArRtaywrPasvA8ryfg
0,0,0,0,0,0,1,0,1,0,0,0,3,l3joBBpkq0ib11dKUpKMAw
0,0,0,0,0,0,1,0,1,0,0,0,2,DZkVWxknDUuWX0-wmtGhQw
0,0,1,0,0,0,0,0,1,0,0,0,2,5cbsjFtrntUAeUx51FaFTg
0,1,0,1,0,0,0,0,1,0,0,0,2,V2WLiBR3iGaegRAVNjOndA
2,0,0,0,0,0,0,0,1,0,0,0,2,3BCsAgo_1i4xMuTyLKMLRQ
0,0,1,0,0,0,0,0,1,1,0,0,2,zN4f3aLeCuIhCTPRH0di-A
0,0,0,0,0,0,1,0,1,0,0,0,3,JuO9QpkdmbTS95GSXh4dZw
0,0,0,0,0,0,1,0,0,0,0,0,4,X8lqAVOWrTih72sEEIEPSw
0,0,0,0,0,0,1,0,0,0,0,0,4,_t7g5RusswFMlAe01aoj4Q
0,0,0,0,0,0,1,0,1,0,0,0,1,5aeR9KcboZmhDZlFscnYRA
1,0,0,0,0,0,0,0,1,0,0,0,3,o0OZwd1boPVWsmu6G4YL5g
0,0,0,0,0,0,1,0,1,0,0,0,1,IbiPt7jzF8Wsu82nHXaJPA
0,0,0,0,0,0,1,0,1,0,0,0,1,tFC0oaQO0wpwMIaJyUSsAQ
0,0,0,0,0,0,1,0,0,0,0,0,4,qCZrKe8igS10txtGW3ZV1Q
1,0,0,0,0,0,0,0,0,0,0,0,2,F0c5AMuF_w49727bE7xV1w
0,0,0,0,0,0,1,0,0,1,0,0,2,6MIWAI3CX2HfGZhmWPHcDw
0,1,0,0,0,0,0,0,1,0,0,0,2,oIcGZlqwrKkyw_L6YAVYfw
0,0,0,0,0,0,1,1,0,1,1,0,2,lbkBZdMyXUQvu5brt-HiVA
0,0,0,0,0,0,1,0,1,0,0,0,2,-1vfRrlnNnNJ5boOVghMPA
0,1,1,0,0,0,0,0,1,0,0,0,2,cJ5i4V6_VKjkOeEHD4ENeQ
0,1,0,0,0,0,0,0,0,0,0,0,2,vGLl5xum2u2Qf8_AvzSenw
0,0,0,0,0,0,1,0,0,0,0,0,4,IeXVSmtOx0-kntCM_ZX0Zw
0,0,0,0,0,0,1,0,1,0,0,0,2,hFT3HuxVZJb1uYEsYfp-0A
0,0,0,0,0,0,1,0,1,0,0,0,3,lDr1pXOU75er2vmFigQc7w
0,0,1,0,0,0,0,0,1,0,0,0,2,Rj-7ymdw8aNZBRqGRAjR3Q
0,0,0,0,0,1,0,0,1,0,0,0,2,dYpnpMZowfGsCisHhABPZg
1,0,0,0,0,0,0,0,0,0,0,0,4,k_luboaCkZRUo5KL7phVvQ
0,0,0,0,0,0,1,0,0,0,0,0,2,igHYkXZMLAc9UdV5VnR_AA
0,0,0,0,0,0,1,0,0,0,0,0,2,iRBv2GlTHj6qJm45tQA8zw
0,0,0,1,0,0,0,0,1,0,0,0,2,jfmyj519pg2flxGEQ2xdPg
0,0,1,0,0,0,0,0,0,0,0,0,2,b_2SSLpmL8rWUhwGETseFA
0,0,0,0,1,0,0,0,0,0,0,0,3,SWA4f1pfpWLIVTxWnsCM4g
1,1,0,0,0,0,0,0,1,0,0,0,2,86xm0Q8iX5ZjODWMkvwnxA
0,0,0,0,0,1,0,0,1,0,0,0,2,E62l6LwZJ7lKaExcUbrtYw
0,1,0,0,0,0,0,0,1,0,0,0,2,N-L7ISdndWsIWdK0fn29wg
0,0,0,0,0,1,0,0,1,0,0,0,2,HfuIfYB_CxMAAJiEnxDl9w
0,0,1,0,0,0,0,0,0,0,0,0,4,oGWPnueWsvzQ47tAQvWHUQ
0,0,1,0,0,0,0,0,0,0,0,0,4,82kehL5xSvGbLYTmF_f2Vg
1,0,0,0,0,0,0,0,1,0,0,0,2,Xspg78dOvuedvuPEUwZBjw
0,0,0,0,0,0,1,0,1,0,0,0,2,RsulP7fZ_36iBhElfKFjAg
0,1,0,0,0,0,0,0,1,0,0,0,2,1gjhtfYxlN-0xjS9Xdh66g
0,0,0,1,0,0,0,0,1,0,0,0,2,CTsLzuZ_AR841SiSacdEvg
1,0,0,0,0,0,0,0,1,0,0,0,1,eMKqAItLbazgUT8xokz7fw
0,0,1,0,0,0,0,0,1,0,0,0,2,kkD5pal9rRzE4PjeYSL9mA
0,0,0,0,0,0,1,0,0,0,0,0,4,nubHGTPakh7v6Y_f8lOkbg
0,0,0,1,0,0,0,0,1,0,0,0,2,qsdHK1eQtXmAJNdVJxiC3w
0,0,0,0,0,0,1,0,0,0,0,0,4,ZzK2myEzK5aRrwOBUExLxg
1,1,0,0,0,0,0,0,1,0,0,0,2,DB9BRdu7is0AK1DvcuKlcw
0,0,0,0,0,0,1,0,1,0,0,0,2,YkAcruXbhN6sHDXn0jcySw
0,0,0,0,0,0,1,0,1,0,0,0,2,Zf79K5QvjpT26M9OMt55sw
0,0,0,0,0,0,1,0,0,0,0,0,3,939j88ceB05Te3D7kQPwSA
0,0,0,0,0,0,1,0,1,0,0,0,2,x9XCZXcRwUtTWAGd6MRDmw
0,0,0,0,0,0,1,0,0,0,0,0,2,AyEtowSGi9vx0-xFfrgjWw
0,0,0,1,0,0,0,0,0,0,0,0,2,m-tOkwXdW0r4u_NG8w_ZXA
0,0,0,0,0,0,1,0,0,0,0,0,4,vG1vX6vvyK6st5UWetPPeg
0,0,0,0,0,0,1,0,1,0,0,0,2,UAMTM6LMA2on079oBMFBPQ
0,0,0,0,0,0,1,0,1,0,0,0,2,_kb6GT4qawjwq47OsQ52xw
0,0,0,0,0,0,1,0,0,0,0,0,4,YO5DrWneHLevfnNnCzOcIg
0,0,0,0,1,0,0,0,0,0,0,0,4,nbO2S-63XuihPXjJS_7XaA
0,0,0,0,0,0,1,0,0,0,0,0,1,HJdcjuoTcaf3aBPBxYPc5g
0,0,0,0,0,0,1,0,0,0,0,0,1,Bo6JrUUD7aIyjhmaz9M9kw
0,0,0,1,0,0,0,0,1,0,0,0,4,dA_Xl2A45YVc9nnYLK0oqA
0,0,0,0,0,0,1,0,1,0,0,0,2,ASdkR68GWVdt6rQsiZAN5w
0,0,0,0,0,0,1,0,1,0,0,0,2,QDF7w0casJ78PcPmtMDISw
0,0,0,0,0,0,1,0,0,0,0,0,2,5MnLa1nE606cvNGlSFt01Q
0,0,0,0,1,0,0,0,0,0,0,0,2,oqmdX4OskD9-9YGGsYw6LA
0,1,0,0,0,0,0,0,0,0,0,0,4,iu7lyDh7zqF-jDLyKuMbrQ
0,0,0,0,1,0,0,0,1,0,0,0,2,HyKxWC9PrqlODjO-CBCIZA
0,0,0,0,0,0,1,0,0,0,0,0,4,7P3Z4HTUM8M8Y9Yw3cc7Pg
1,0,0,0,0,0,0,0,1,0,0,0,2,JJpoHl5mxJHwbaix71mfyg
0,0,0,0,0,0,1,0,0,0,0,0,4,_cBlppMDZYXS-Bjj4l9qtw
1,0,0,0,0,0,0,0,0,0,0,0,4,5i-SK1EztIn6YnhcRvatTQ
0,0,0,0,0,0,1,0,0,0,0,0,4,QRAmGlMF7_sLq8YZ_L1POQ
0,0,0,0,0,0,1,0,1,0,0,0,2,xB7bsOpJbnK9nHEZw1ARDg
1,0,0,0,0,0,0,0,1,0,0,0,2,8RFT1woy0WnTp62ndVJgow
0,1,0,0,0,0,0,0,0,0,0,0,4,ZzERMgdUTkAeFKZFDwPh-A
1,0,0,0,0,0,0,0,1,0,0,0,2,wqaLf9ShvoJxr7NScUrUFg
2,0,0,0,0,0,0,0,1,0,0,0,2,HhVmDybpU7L50Kb5A0jXTg
0,1,0,0,0,0,0,0,1,0,0,0,1,4s_kb5VXnx96fEJLZ_AkIQ
0,0,0,0,0,0,1,0,0,0,0,0,4,RIHydChuDTrfuuvr8TzH4g
0,0,0,0,0,0,1,0,1,0,0,0,2,9XelmxS5q9tv7uClvjGqMg
0,0,0,0,0,0,1,0,1,0,0,0,1,QJ6GXAAMkgCZPF0bZk0xLw
1,0,0,0,0,0,0,1,0,0,0,0,2,oi3FWENKZ5y_bDCpEb8yOw
0,0,0,0,0,0,1,0,0,0,0,0,2,SXzJL5egnVXurANcg-G28A
0,0,0,0,0,0,1,0,0,0,0,0,4,NG2mL-wQQfBdsXsyUbw8pA
0,1,0,0,0,0,0,0,1,0,0,0,2,HKSyA7YZplj9i_vIdtwyzg
1,0,0,0,0,0,0,0,0,0,0,0,2,DkttCY9pgiJfpPt7MrB2KA
1,0,0,0,0,0,0,0,1,0,0,0,2,E9Bq0UKtg3tB1yr2QXZ0Dg
0,0,0,0,0,0,1,0,1,0,0,0,1,nzUvzv8fOuEioaOlL1G2uw
0,1,0,0,0,0,0,0,0,0,0,0,1,6GlGdRX8JaG9alaqZAOaTQ
1,0,0,0,0,0,0,0,1,0,0,0,2,UNI1agsPX2k3eJSJVB91nw
0,1,0,0,0,0,0,0,1,0,0,0,2,yYkvonvBGZB6UMnpzr6Ryw
0,0,0,0,0,0,1,0,1,0,0,0,1,xnVkYE3iMp_aZniiCIuD0g
0,0,0,0,0,1,0,0,1,0,0,0,2,wpnLPAnkMEb1NpC3xiD_qg
1,0,0,0,0,0,0,0,0,0,0,0,4,QVcSKzl47nrO_LWFzz5AJQ
0,0,0,0,1,0,0,0,1,0,0,0,3,G9h56Qy5DudCqKBmbPWyzQ
0,0,0,1,0,0,0,0,1,0,0,0,2,vbVJzKDhHlhMnKRpES5QzQ
0,1,0,1,0,0,0,0,1,0,0,0,2,wNya6ItPXXde2ulzm_tNQw
0,0,0,1,0,0,0,0,1,0,0,0,2,MpT8KheTjs7TSDWIoMUFxg
1,0,0,0,0,0,0,0,1,0,0,0,2,jSqfGuZXwcKBMWV71y11Tg
1,0,0,0,0,0,0,0,1,0,0,0,2,aQFXeuyxTF9xIeytWtrYKA
0,0,0,0,0,0,1,0,0,0,0,0,4,REbr-5VuKm9yGFWstjuceg
0,1,0,1,0,0,0,0,1,0,0,0,4,WO3L0pmtAO8ozspmaVdHIg
0,0,0,0,0,0,1,0,0,0,0,0,2,5fWcM1vRg4v8HI85Vmy8OA
0,0,0,0,0,0,1,0,0,0,0,0,2,lgThAiX5kMvSxizl2tQ1hA
0,0,0,0,0,0,1,0,1,0,0,0,2,aGDo7GDN5YLvpYykpSLkbw
0,0,0,0,0,0,1,0,0,0,0,0,4,6F46lj02sSEVcYCE-RsIag
0,1,1,0,0,0,0,0,1,0,0,0,2,06MlxbtB4ZYeg_ri02RIAQ
1,0,0,0,0,0,0,0,0,0,0,0,4,dqLo6yZ7NMyV35ldGJHdzw
0,0,0,0,0,0,1,0,0,0,0,0,4,AhkHsa9xM7-Fxz9sxKra2Q
0,0,0,0,0,0,1,0,1,0,0,0,2,RnAb4KkRDmWUBWhhZhugZQ
0,0,0,0,0,0,1,0,0,0,0,0,1,YOZgLDLNLAe2nP1sw5inYw
0,0,0,0,0,0,1,0,0,0,0,0,1,sTZla2pB_nYR0Vg1nBj4Mg
2,0,0,0,0,0,0,0,1,1,0,0,2,b-RSw4G3HJvGfwvRLzuLPw
0,0,0,0,0,0,1,0,1,0,0,0,2,YhCAJ8acd1X7GkCHPhD8Xw
0,1,0,0,0,0,0,0,0,0,0,0,1,4tKDQ_jEcIKLMoJIo26AQg
0,0,1,0,0,0,0,0,1,0,0,0,2,6e0Abng1LRexKI4LRJTX_A
0,0,0,1,0,0,0,0,0,0,0,0,4,f_vIr9vzQv0USejCvcawcg
0,0,0,0,0,0,1,0,1,0,0,0,1,LPMZ9N1sAjs2nDx7DmiZ2w
0,0,0,0,0,0,1,1,0,0,0,0,1,ewIXHLlaIfp9U3NrsgilVw
0,0,0,0,0,0,1,0,0,0,0,0,4,GHwn0lza-JdaETNbOw98oA
1,0,0,0,0,0,0,0,0,0,0,0,1,LH-DYCy9v3kM4JRtpcquxw
0,0,1,0,0,0,0,0,0,0,0,0,2,_flZPT7fynq6WFzWvFOV4g
0,0,0,0,0,0,1,0,1,0,0,0,2,d1pB6SLzLb-4lFq8y5tEnQ
0,0,1,0,0,0,0,0,1,0,0,0,2,oN_A87dyVD2FBk7coLnhCg
0,0,0,0,0,1,0,0,1,0,0,0,2,HQcel0uvg7N7KfhHJChfSQ
0,0,0,0,0,0,1,0,1,0,0,0,2,_4tCeVrLRmI18BscMiHr7Q
1,0,0,0,0,0,0,0,1,0,0,0,2,OlWWHMKPSroPqnLd1I5ujg
1,0,0,0,0,0,0,0,0,1,0,0,2,YuiM5VKscO8rS1EX7f19_g
0,0,0,0,1,0,0,1,0,0,0,0,2,xvfAxe6F0azYjfLSm8ISMA
0,0,0,0,0,0,1,0,1,0,0,0,2,KEFEBgyjwcWuvWa5rXKOow
2,0,0,0,1,0,0,0,1,0,0,0,2,fAlKTsfsUF6A5iujEI2Z1w
2,1,0,0,0,0,0,0,1,0,0,0,2,qpaX3qOHBSOAEDUcIs8SPQ
0,0,0,0,0,0,1,0,0,0,0,0,2,xRaHt2GknSD7yermc-fxYQ
0,0,0,0,1,0,0,0,0,0,0,0,2,4KmrrhtfnngTVFa2d5LAjg
0,0,0,0,0,0,1,0,0,0,0,0,4,gtWaCpu7mgRR-839S9oGBQ
0,0,0,0,1,0,0,0,0,0,0,0,3,nRNWaEuPtfcyR8pI-LnASA
1,0,0,0,0,0,0,0,0,0,0,0,4,1Jm-fFPCAD-ZGM2J4HACXA
1,0,0,0,0,0,0,0,0,0,0,0,4,BuFYIRXZNc0Ti-JSQ-QdvA
0,0,0,0,0,0,1,0,1,0,0,0,2,rvnTFEq7R2ZHg0_CYbBNFw
1,0,0,0,0,0,0,0,1,0,0,0,2,GU0zNpgisY-pV3U2Sfdp6A
0,0,0,0,0,0,1,0,1,0,0,0,2,-IWsoxH7mLJTTpU5MmWY4w
0,1,0,0,0,0,0,0,1,0,0,0,1,8jj6dYkZtxTCsq_Y-C_DtQ
0,0,0,1,0,0,0,0,1,0,0,0,2,yYMTMtguT90BfMJVxasFuw
0,0,0,0,0,0,1,0,1,0,0,0,1,8_mXYs-ZOqDGS7ifAjaocA
1,0,0,0,0,0,0,0,0,0,0,0,3,77AfVfvvjfQXslusY8QElg
0,0,0,0,0,0,1,0,1,0,0,0,2,NTtLuuBKpywlyIz6oyd9kg
0,0,0,0,0,0,1,0,0,0,0,0,4,5WKtODFwnoKA_y9H-HubFg
0,0,0,0,0,0,1,0,0,0,0,0,4,6gxlDhmZ80bhflm2A-U0KQ
0,0,0,0,1,0,0,0,0,0,0,0,2,5CJOaZc8Muu8WothauxQ4g
0,1,0,0,0,0,0,0,0,0,0,0,4,9ZDfXwG2dPN6lbKpWkAnsA
0,1,0,0,0,0,0,0,0,0,0,0,1,D8sk6LZlp2P9FFh_mk9q7g
0,0,1,0,0,0,0,0,1,0,0,0,1,RcEKCs4v_gj2uN3YHcCkKw
0,1,0,0,0,0,0,0,1,0,0,0,2,_cs_J4j8XXyBgihJs83qUg
0,0,0,1,0,0,0,0,0,0,0,0,2,rx1AEnleVRWMNz6vB-YhfQ
0,0,0,0,0,0,1,0,0,0,0,0,1,U0UnBjz9DugW2qRZputKBg
0,0,0,1,0,0,0,0,1,0,0,0,1,EdY6q0CO2mlATpoTFkvHAw
1,0,0,0,0,0,0,0,0,0,0,0,4,k0iSRXXqw49yugl8UUpbsw
0,0,0,0,0,0,1,0,1,0,0,0,2,XZ7eQLjyGXf6y69UT4SGhg
0,0,0,0,0,0,1,0,0,0,0,0,2,lYCeqldIiOggsbByH3RRhw
0,0,0,0,0,0,1,0,1,0,0,0,1,kc5JPu8lkg64yUbrheJxng
0,0,0,0,0,0,1,0,0,0,0,0,4,nQjuBVbcRFyX3trnuf_8CQ
0,1,0,0,0,0,0,0,0,0,0,0,2,zb8kMYcte7WLcB-7CG3vNg
0,1,0,0,0,0,0,0,0,0,0,0,2,zCpFWnrtttP7vKZIuyClVA
0,1,0,0,0,0,0,0,1,0,0,0,1,kRRtnGLDTTfKyeuwjh8Blg
0,0,0,0,0,0,1,0,1,0,0,0,2,8F-UdXe_YylX3k0L1SEiRg
1,0,0,0,0,0,0,0,0,0,0,0,2,FMnH5WIRLyexBYMBUUnDxQ
0,0,0,0,0,0,1,0,1,0,0,0,1,WkTjbYtLiZqK-jpce7Gtuw
1,0,0,0,0,0,0,0,1,0,0,0,3,ejcVeQztxXY6NX2O2SE0Rw
0,0,0,0,0,0,1,0,1,0,0,0,2,uW6UHfONAmm8QttPkbMewQ
0,0,0,1,0,0,0,0,1,0,0,0,2,Gh1BoQNMGkh91pSHqvDRAA
0,0,0,0,1,0,0,1,0,0,1,0,1,46JVW4pwLDRIye4gYJboSw
0,0,0,0,0,0,1,0,0,0,0,0,4,YF4QJ_j-PM7cMZja6K1MwQ
0,1,0,0,0,0,0,0,0,0,0,0,4,M85y1RfSCyWZkWR-18YU1Q
0,0,1,0,0,0,0,0,0,0,0,0,1,uKnQQDArO9bu4tAbGZ4epw
0,0,1,0,0,0,0,0,0,0,0,0,4,pZf3WkFm9x91JWFYh8CLKg
0,1,1,0,0,0,0,0,0,0,0,0,2,2nEhcvxBZk2W4x_fi0cYxw
0,0,0,0,0,0,1,0,0,0,0,0,2,UNsvHecpu_sPBeQGFxSCUA
0,0,0,0,0,0,1,0,1,0,0,0,2,OOWSVT7NL2BlGuQyzHlvCw
0,0,0,0,0,0,1,0,0,0,0,0,4,2iWpS2xe9rBaFAv1CJuz3g
